CO2,Country of birth/nationality,Variable,Gender,Country,Year,Value
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2001,0
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2003,33333
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2004,0
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2005,0
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2006,0
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2007,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2008,33333
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2009,33333
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2011,0
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2012,100000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2013,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2014,14286
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2015,28571
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2016,42857
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2017,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2018,0
IRN,Iran,Outflows of foreign population by nationality,Share of women,Iceland,2019,0
IRN,Iran,Outflows of foreign population by nationality,Share of women,Switzerland,2010,46429
IRN,Iran,Outflows of foreign population by nationality,Share of women,Switzerland,2011,44720
IRN,Iran,Outflows of foreign population by nationality,Share of women,Switzerland,2012,37600
IRN,Iran,Outflows of foreign population by nationality,Share of women,Switzerland,2013,42675
IRN,Iran,Outflows of foreign population by nationality,Share of women,Switzerland,2014,47742
IRN,Iran,Outflows of foreign population by nationality,Share of women,Switzerland,2015,44512
IRN,Iran,Outflows of foreign population by nationality,Share of women,Switzerland,2016,45930
IRN,Iran,Outflows of foreign population by nationality,Share of women,Switzerland,2017,48315
IRN,Iran,Outflows of foreign population by nationality,Share of women,Switzerland,2018,52514
IRN,Iran,Outflows of foreign population by nationality,Share of women,Switzerland,2019,52332
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2000,0
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2001,100000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2002,0
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2003,16667
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2004,0
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2005,50000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2006,42857
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2007,25000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2008,80000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2009,33333
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2010,16667
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2011,30000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2012,36364
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2013,28571
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2014,50000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2015,31250
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2016,39394
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2017,40000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2018,28205
IRN,Iran,Inflows of foreign population by nationality,Share of women,Iceland,2019,43182
IRN,Iran,Outflows of foreign population by nationality,Share of women,Slovak Republic,2009,25000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Slovak Republic,2010,13333
IRN,Iran,Outflows of foreign population by nationality,Share of women,Slovak Republic,2011,30000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2000,40625
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2001,48438
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2002,39662
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2003,50195
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2004,45690
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2005,47907
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2006,50679
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2007,46561
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2008,46753
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2009,40000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2010,37799
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2011,38806
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2012,40841
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2013,42184
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2014,46618
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2015,50189
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2016,38864
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2017,46291
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2018,47872
IRN,Iran,Inflows of foreign population by nationality,Share of women,Finland,2019,48571
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2008,57851
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2009,61011
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2010,56286
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2011,55882
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2012,47516
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2013,48913
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2014,53550
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2015,37112
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2016,46911
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2017,52573
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2018,46933
IRN,Iran,Inflows of foreign population by nationality,Share of women,Belgium,2019,40805
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2000,3322
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2001,6012
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2002,9115
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2003,5571
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2004,12437
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2005,17747
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2006,19763
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2007,30542
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2008,29752
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2009,30263
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2010,35023
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2011,41048
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2012,44550
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2013,38400
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2014,39918
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2015,44664
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2016,37543
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2017,46585
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2018,46439
IRN,Iran,Inflows of foreign population by nationality,Share of women,Korea,2019,53846
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2000,50000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2001,51282
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2002,47802
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2003,47107
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2004,52448
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2005,57724
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2006,59459
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2007,47826
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2008,52083
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2009,48889
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2010,43590
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2011,50000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2012,45946
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2013,47561
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2014,51852
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2015,48571
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2016,47059
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2017,44444
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2018,48684
IRN,Iran,Inflows of foreign population by nationality,Share of women,Israel,2019,41791
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2000,34746
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2001,39462
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2002,46328
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2003,43868
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2004,44728
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2005,39098
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2006,42434
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2007,41414
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2008,38710
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2009,44131
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2010,46522
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2011,45981
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2012,46992
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2013,48925
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2014,45384
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2015,48192
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2016,48450
IRN,Iran,Inflows of foreign population by nationality,Share of women,Spain,2017,49256
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2002,25000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2003,20000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2004,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2005,63636
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2006,41772
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2007,39919
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2008,44317
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2009,30993
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2010,42431
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2011,39320
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2012,35642
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2013,43950
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2014,41211
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2015,38881
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2016,42765
IRN,Iran,Outflows of foreign population by nationality,Share of women,Spain,2017,45170
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2000,44309
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2001,42296
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2002,43457
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2003,45175
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2004,47219
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2005,48004
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2006,48897
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2007,49137
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2008,47556
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2009,49848
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2010,47050
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2011,49729
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2012,46872
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2013,48124
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2014,48184
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2015,47677
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2016,39775
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2017,42642
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2018,39899
IRN,Iran,Outflows of foreign population by nationality,Share of women,Austria,2019,38639
IRN,Iran,Inflows of foreign population by nationality,Share of women,Turkey,2010,39636
IRN,Iran,Inflows of foreign population by nationality,Share of women,Turkey,2016,47024
IRN,Iran,Inflows of foreign population by nationality,Share of women,Turkey,2017,46774
IRN,Iran,Inflows of foreign population by nationality,Share of women,Turkey,2018,47535
IRN,Iran,Inflows of foreign population by nationality,Share of women,Turkey,2019,44438
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2000,48745
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2001,48834
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2002,48384
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2003,51250
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2004,50410
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2005,50488
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2006,49599
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2007,50086
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2008,51019
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2009,50258
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2010,48749
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2011,49779
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2012,49781
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2013,52489
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2014,50644
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2015,49580
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2016,51581
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2017,53010
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2018,50363
IRN,Iran,Inflows of foreign population by nationality,Share of women,Canada,2019,51693
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2007,50000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2008,40476
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2009,37162
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2010,38178
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2011,39330
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2012,42061
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2013,44898
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2014,45580
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2016,39194
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2017,38178
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2018,46795
IRN,Iran,Inflows of foreign population by nationality,Share of women,Denmark,2019,45120
IRN,Iran,Outflows of foreign population by nationality,Share of women,Hungary,2008,28814
IRN,Iran,Outflows of foreign population by nationality,Share of women,Hungary,2009,33824
IRN,Iran,Outflows of foreign population by nationality,Share of women,Hungary,2010,44776
IRN,Iran,Outflows of foreign population by nationality,Share of women,Hungary,2011,38542
IRN,Iran,Outflows of foreign population by nationality,Share of women,Hungary,2012,31081
IRN,Iran,Outflows of foreign population by nationality,Share of women,Hungary,2013,40708
IRN,Iran,Outflows of foreign population by nationality,Share of women,Hungary,2014,42069
IRN,Iran,Outflows of foreign population by nationality,Share of women,Hungary,2015,48696
IRN,Iran,Outflows of foreign population by nationality,Share of women,Hungary,2016,42975
IRN,Iran,Outflows of foreign population by nationality,Share of women,Hungary,2019,39024
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2006,31250
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2007,53571
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2008,30000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2009,17857
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2010,46000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2011,40625
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2012,33333
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2013,50000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2014,36364
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2015,34177
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2016,32727
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2017,52542
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2018,53333
IRN,Iran,Inflows of foreign population by nationality,Share of women,Luxembourg,2019,44211
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2001,40816
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2002,40000
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2003,33333
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2004,20000
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2005,23529
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2006,37500
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2007,52632
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2008,26667
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2009,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2010,44444
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2011,26667
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2012,53488
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2013,46341
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2014,40541
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2015,57895
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2016,53333
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2017,54762
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2018,47436
IRN,Iran,Outflows of foreign population by nationality,Share of women,New Zealand,2019,42667
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2000,53265
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2001,48585
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2002,52910
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2003,48567
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2004,53895
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2005,57396
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2006,59498
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2007,54369
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2008,47393
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2009,50192
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2010,50912
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2011,50369
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2012,48344
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2013,49668
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2014,47619
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2015,51378
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2016,45706
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2017,44077
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2018,51770
IRN,Iran,Inflows of foreign population by nationality,Share of women,Norway,2019,52096
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2000,41119
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2001,43396
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2002,46574
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2003,45052
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2004,45139
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2005,48500
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2006,50717
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2007,48403
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2008,49383
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2009,47917
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2010,48740
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2011,46775
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2012,46243
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2013,48285
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2014,47511
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2015,35994
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2016,38136
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2017,47619
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2018,45321
IRN,Iran,Inflows of foreign population by nationality,Share of women,Austria,2019,45714
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2006,28571
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2008,50000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2009,900000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2010,42857
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2011,800000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2012,25000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2013,66667
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2014,66667
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2015,28571
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2016,50000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2017,66667
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2018,60000
IRN,Iran,Inflows of foreign population by nationality,Share of women,Slovak Republic,2019,45455
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2000,52174
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2001,22222
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2002,0
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2003,33333
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2004,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2005,63636
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2006,43750
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2007,70000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2008,45714
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2009,66667
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2010,50000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2011,60000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2012,48571
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2013,40541
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2014,46341
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2015,33333
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2016,45652
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2017,46667
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2018,41176
IRN,Iran,Outflows of foreign population by nationality,Share of women,Finland,2019,45902
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2006,42105
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2007,7692
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2008,12500
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2009,33333
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2010,25000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2011,10526
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2012,46667
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2013,16667
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2014,33333
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2015,30000
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2016,36842
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2017,33333
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2018,35714
IRN,Iran,Outflows of foreign population by nationality,Share of women,Luxembourg,2019,37500
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2002,52346
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2003,55740
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2004,52463
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2005,52243
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2006,53990
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2007,55526
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2008,51776
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2009,51480
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2010,53695
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2011,53427
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2012,51765
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2013,49646
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2014,52406
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2015,52181
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2016,52655
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2017,53056
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2018,49753
IRN,Iran,Inflows of foreign population by nationality,Share of women,United States,2019,49836
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2008,36975
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2009,40088
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2010,43176
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2011,40416
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2012,39886
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2013,44444
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2014,45272
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2015,46951
IRN,Iran,Inflows of foreign population by nationality,Share of women,Hungary,2016,49438
